20	219	50	399	133	78
20	219	196	394	126	84
20	224	54	385	136	93
20	224	199	378	131	100
20	229	53	371	135	104
20	229	200	365	130	106
20	234	50	358	141	110
20	234	199	354	139	108
20	239	52	340	137	112
20	239	199	340	133	105
20	244	53	428	138	51
20	244	55	325	134	105
20	244	202	322	143	103
20	244	211	413	134	66
20	249	53	315	139	106
20	249	58	412	128	65
20	249	202	308	136	105
20	249	207	401	140	77
20	254	57	304	137	107
20	254	62	401	135	78
20	254	208	301	135	100
20	254	214	391	132	87
20	259	56	288	138	106
20	259	60	387	130	92
20	259	208	282	127	102
20	259	213	375	132	104
20	264	63	279	134	101
20	264	67	370	134	105
20	264	210	271	131	101
20	264	216	365	133	103
20	269	0	367	61	95
20	269	75	268	132	103
20	269	76	363	135	96
20	269	221	262	131	97
20	269	228	351	135	108
20	274	0	353	73	96
20	274	87	250	131	101
20	274	89	346	131	101
20	274	233	244	133	99
20	274	240	338	132	102
20	279	1	342	74	100
20	279	84	242	135	100
20	279	84	337	138	99
20	279	229	235	135	100
20	279	241	329	131	106
20	284	0	241	61	99
20	284	0	338	70	100
20	284	79	236	140	97
20	284	83	332	138	101
20	284	229	232	138	97
20	284	239	325	137	102
20	289	0	235	64	99
20	289	1	333	67	96
20	289	79	229	138	102
20	289	85	328	129	98
20	289	229	226	137	97
20	289	239	321	132	101
20	294	0	230	60	105
20	294	0	327	70	104
20	294	80	226	138	101
20	294	80	323	140	104
20	294	232	220	132	102
20	294	235	315	141	106
20	299	0	230	66	100
20	299	1	328	66	100
20	299	78	225	140	102
20	299	80	322	144	103
20	299	233	222	137	98
20	299	235	314	139	107
20	304	0	230	74	102
20	304	0	328	79	102
20	304	93	227	139	98
20	304	94	321	135	102
20	304	245	219	137	100
20	304	252	316	141	105
20	309	0	223	92	105
20	309	0	326	92	100
20	309	106	220	144	104
20	309	109	318	140	102
20	309	264	217	133	98
20	309	271	311	137	102
20	314	1	225	104	103
20	314	1	324	108	103
20	314	118	219	141	102
20	314	119	317	139	102
20	314	273	213	136	103
20	314	279	310	136	104
20	319	0	323	136	108
20	319	1	225	124	99
20	319	137	216	145	103
20	319	140	313	141	107
20	319	293	211	137	100
20	319	298	306	143	104
20	324	0	225	151	100
20	324	5	322	140	101
20	324	156	215	143	107
20	324	160	315	141	100
20	324	308	209	142	102
20	324	315	306	143	104
20	329	13	222	147	101
20	329	19	321	142	103
20	329	169	214	144	103
20	329	169	314	144	101
20	329	323	211	139	101
20	329	327	307	143	103
20	334	28	221	157	102
20	334	37	321	142	99
20	334	185	212	148	108
20	334	189	315	134	101
20	334	341	208	139	102
20	334	347	304	138	107
20	339	51	220	147	104
20	339	59	318	135	102
20	339	208	214	136	104
20	339	208	313	138	103
20	339	362	209	130	101
20	339	366	306	130	104
20	344	70	217	142	103
20	344	74	316	142	104
20	344	224	309	141	104
20	344	226	213	140	102
20	344	376	209	141	101
20	344	382	303	136	103
20	349	89	211	148	102
20	349	93	312	143	100
20	349	246	206	138	104
20	349	250	305	135	104
20	349	396	204	135	102
20	349	399	298	137	105
20	354	113	210	140	102
20	354	114	308	145	102
20	354	270	204	143	105
20	354	270	304	137	100
20	354	421	202	138	102
20	354	421	298	141	102
20	359	143	209	144	107
20	359	151	312	139	103
20	359	299	205	143	106
20	359	299	306	145	101
20	359	450	205	135	99
20	359	455	298	139	103
20	364	176	216	140	104
20	364	179	316	145	102
20	364	329	210	147	105
20	364	330	311	144	102
20	364	484	209	134	99
20	364	486	302	137	106
20	369	208	215	144	103
20	369	216	314	142	105
20	369	363	308	143	106
20	369	366	211	142	104
20	369	516	208	137	100
20	369	517	304	136	101
20	374	241	212	150	107
20	374	247	313	143	105
20	374	399	212	142	102
20	374	402	310	131	100
20	374	548	208	134	98
20	374	549	303	134	102
20	379	277	211	149	107
20	379	287	314	135	104
20	379	436	306	139	103
20	379	438	208	142	103
20	379	586	205	131	99
20	379	586	303	132	100
20	384	311	206	144	106
20	384	320	307	138	102
20	384	466	203	146	103
20	384	474	302	131	103
20	384	615	199	103	99
20	384	619	295	99	104
20	389	354	202	140	102
20	389	354	297	144	111
20	389	514	296	133	100
20	389	515	196	136	104
20	394	389	195	145	102
20	394	398	296	132	106
20	394	537	190	148	105
20	394	542	288	139	103
20	399	411	189	144	104
20	399	422	291	131	101
20	399	566	185	141	101
20	399	568	283	132	106
20	404	438	192	138	101
20	404	445	292	137	104
20	404	592	189	124	98
20	404	595	283	122	105
20	409	477	195	143	100
20	409	483	293	131	102
20	409	628	188	90	101
20	409	633	286	85	103
20	414	499	194	142	102
20	414	509	292	137	104
20	414	646	192	72	99
20	414	655	287	63	103
20	419	534	196	137	101
20	419	536	292	134	104
20	424	562	193	140	105
20	424	570	292	131	102
20	429	586	190	131	100
20	429	587	285	130	104
20	434	603	183	114	102
20	434	608	279	111	106
20	439	623	183	95	100
20	439	635	281	83	105
20	444	635	178	83	100
20	444	639	274	79	106
20	449	639	161	80	101
20	449	649	259	69	105
20	454	639	240	80	106
20	454	642	142	76	100
20	459	643	92	74	105
20	459	649	193	70	104
20	464	615	49	102	103
20	464	618	152	100	100
20	469	577	19	134	104
20	469	585	120	122	104
20	474	542	100	132	104
20	474	544	0	133	101
20	479	507	72	139	106
20	479	511	1	130	74
20	484	470	53	139	109
20	484	473	0	127	58
20	484	618	54	99	106
20	489	436	30	144	112
20	489	596	35	122	110
20	494	415	7	141	110
20	494	576	9	133	108
20	499	396	0	153	104
20	499	565	0	136	106
20	504	394	0	149	101
20	504	555	0	139	102
20	509	368	0	160	102
20	509	539	0	145	99
20	514	352	0	151	96
20	514	526	0	134	92
20	519	324	0	154	94
20	519	488	0	142	95
20	524	295	0	147	100
20	524	453	0	151	95
20	529	272	0	137	100
20	529	435	0	137	98
20	529	618	2	100	89
20	534	248	0	148	92
20	534	418	0	141	90
20	534	602	0	114	90
20	539	224	0	145	99
20	539	390	0	142	95
20	539	574	0	127	93
20	544	204	0	146	94
20	544	370	0	140	92
20	544	557	0	117	91
20	549	178	0	159	91
20	549	356	0	139	90
20	549	534	1	126	88
20	554	165	0	142	91
20	554	333	0	139	90
20	554	511	1	136	86
20	559	150	0	139	94
20	559	317	0	140	88
20	559	498	1	130	88
20	564	133	0	136	86
