14	951	658	172	57	196
14	956	621	169	66	218
14	961	560	194	65	215
14	966	554	199	75	248
14	971	550	205	72	243
14	976	533	212	74	243
14	981	537	210	74	246
14	986	562	208	67	236
14	991	572	183	65	246
14	996	569	167	65	248
14	1001	569	154	67	244
14	1006	569	142	67	250
14	1011	564	144	64	239
14	1016	560	133	66	244
14	1021	559	129	63	245
14	1026	557	115	68	246
14	1031	560	104	67	245
14	1036	571	98	69	250
14	1041	579	85	69	243
14	1046	585	76	70	248
14	1051	588	74	73	249
14	1056	589	63	73	256
14	1061	587	59	71	250
14	1066	590	58	63	243
14	1071	594	51	71	248
14	1076	598	39	72	246
14	1081	600	34	67	241
14	1086	601	22	64	237
14	1091	595	8	67	232
14	1096	606	3	73	217
14	1101	606	0	76	220
14	1106	611	1	73	204
14	1111	624	0	58	198
14	1116	627	2	51	186
14	1121	634	2	50	193
14	1126	633	0	52	190
14	1131	639	1	53	187
14	1136	633	0	51	181
15	1158	318	1	137	184
15	1163	312	1	130	199
15	1168	305	1	147	206
15	1173	295	1	149	206
15	1178	290	0	157	205
15	1183	288	0	157	206
15	1188	288	0	153	230
15	1193	279	0	160	251
15	1198	281	1	166	275
15	1203	287	1	168	299
15	1208	277	0	176	319
15	1213	292	0	162	320
15	1218	280	1	170	321
15	1223	276	4	169	326
15	1228	277	2	153	335
15	1233	279	2	150	346
15	1238	268	3	162	361
15	1243	270	11	155	370
15	1248	273	8	159	397
15	1253	290	39	162	387
15	1258	297	52	161	396
15	1263	303	66	156	385
15	1268	309	56	152	387
15	1273	307	56	152	392
15	1275	302	53	158	395
21	425	619	0	101	111
21	430	607	0	113	112
21	435	588	0	117	105
21	440	565	0	123	106
21	445	557	0	119	111
21	450	546	0	120	116
21	455	526	0	121	115
21	460	505	0	118	115
21	465	485	0	119	118
21	470	460	0	123	115
21	475	447	0	119	117
21	480	432	0	121	116
21	485	414	1	119	113
21	490	389	0	114	110
21	495	366	0	115	110
21	500	345	0	117	113
21	505	328	0	116	112
21	510	304	0	115	112
21	515	289	0	113	110
21	520	276	0	116	104
21	525	268	0	113	110
21	530	247	0	113	111
21	535	218	0	115	114
21	540	201	0	121	117
21	545	190	0	122	109
21	550	187	0	124	108
21	555	161	0	128	109
21	560	132	0	135	110
21	565	120	4	128	107
21	570	91	0	131	117
21	575	68	2	136	106
21	580	53	0	137	110
21	585	22	0	136	115
21	590	0	0	122	109
