13	1822	440	127	276	154
13	1827	401	227	259	54
13	1827	403	112	289	115
13	1832	357	225	275	53
13	1832	380	106	280	116
13	1837	334	227	271	50
13	1837	346	108	284	113
13	1842	294	228	279	55
13	1842	316	104	289	120
13	1847	268	242	280	53
13	1847	283	118	294	122
13	1852	245	246	276	53
13	1852	267	134	281	108
13	1857	212	247	281	52
13	1857	233	131	285	111
13	1862	178	246	282	54
13	1862	198	129	284	113
13	1867	145	250	280	50
13	1867	171	136	276	110
13	1872	113	246	280	56
13	1872	137	131	280	113
13	1877	82	245	279	58
13	1877	99	126	282	121
13	1882	51	248	278	55
13	1882	70	132	278	118
13	1887	24	252	275	55
13	1887	39	138	282	118
13	1892	2	255	258	52
13	1892	4	138	280	116
13	1897	0	139	255	113
13	1897	0	257	237	51
13	1902	0	139	247	120
13	1902	1	260	222	51
13	1907	0	152	213	102
13	1907	0	257	201	51
13	1987	1	27	189	62
13	1992	1	0	231	50
13	1992	2	46	206	58
13	1997	0	1	244	63
13	1997	0	59	226	59
13	2002	0	46	223	60
13	2002	1	0	246	49
13	2007	1	22	226	60
13	2012	0	5	229	58
13	2017	0	0	238	60
13	2022	20	0	248	54
13	2027	50	0	245	52
13	2032	83	1	245	46
13	2047	184	1	250	47
13	2052	205	0	255	48
13	2057	217	1	254	44
13	2062	235	2	248	43
13	2067	247	1	249	45
13	2072	262	0	254	46
13	2077	289	1	254	46
13	2092	366	0	240	51
13	2097	394	0	239	46
13	2102	432	0	239	51
13	2107	469	0	237	57
13	2112	504	0	214	55
13	2117	522	0	195	59
