1	694	608	308	99	170
1	699	606	276	98	201
1	704	604	226	106	244
1	709	595	187	106	248
1	714	583	154	109	248
1	719	581	131	106	250
1	724	585	114	104	255
1	729	573	108	112	253
1	734	553	102	113	254
1	739	526	102	113	252
1	744	511	97	114	255
1	749	506	94	114	256
1	754	492	79	116	259
1	759	469	79	120	259
1	764	440	73	120	262
1	769	415	63	122	263
1	774	392	64	122	263
1	779	363	70	118	262
1	784	328	74	119	262
1	789	290	76	120	260
1	794	242	83	116	258
1	799	196	86	122	261
1	804	167	84	125	261
1	809	161	79	120	257
1	814	138	75	122	257
1	819	109	75	126	252
1	824	80	75	125	254
1	829	50	79	127	253
1	834	30	88	125	250
1	839	3	96	124	247
1	844	0	98	111	247
1	849	0	86	101	247
1	854	0	75	98	245
1	859	0	54	96	248
1	864	0	51	93	242
1	869	0	30	77	244
