4	1837	0	92	127	162
4	1837	0	256	125	151
4	1842	0	88	155	159
4	1842	0	253	151	150
4	1847	0	251	173	154
4	1847	1	84	166	162
4	1852	17	83	188	163
4	1852	31	251	179	156
4	1857	55	94	190	167
4	1857	64	263	185	156
4	1862	92	102	188	168
4	1862	100	273	186	157
4	1867	134	95	189	173
4	1867	141	269	185	156
4	1872	168	87	187	171
4	1872	177	259	183	162
4	1877	202	84	193	173
4	1877	213	257	183	159
4	1882	239	77	190	180
4	1882	248	254	182	165
4	1887	280	76	188	180
4	1887	287	254	182	161
4	1892	315	67	189	178
4	1892	323	246	183	160
4	1897	359	69	189	179
4	1897	365	244	177	167
4	1902	395	66	186	178
4	1902	399	243	178	165
4	1907	427	58	186	182
4	1907	430	238	182	165
4	1912	461	62	185	184
4	1912	463	244	183	168
4	1917	502	52	185	185
4	1917	505	232	179	168
4	1922	558	43	160	179
4	1922	559	221	160	167
4	1927	607	34	112	185
4	1927	607	218	113	166
4	1947	601	37	116	183
4	1947	603	220	115	167
4	1952	563	33	153	187
4	1952	564	217	153	170
4	1957	525	32	191	187
4	1957	530	222	186	165
4	1962	480	33	202	190
4	1962	486	221	190	168
4	1967	419	40	206	185
4	1967	431	226	186	174
4	1972	359	62	201	189
4	1972	367	243	193	175
4	1977	291	78	202	181
4	1977	299	259	189	167
4	1982	207	97	200	191
4	1982	218	280	202	169
4	1987	128	122	217	188
4	1987	146	308	208	164
4	1992	85	131	216	192
4	1992	107	318	204	161
4	1997	36	129	221	192
4	1997	56	316	205	163
4	2002	0	126	195	193
4	2002	4	314	206	163
4	2007	0	315	110	159
